,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
96,2.5,2.6,2.8,3.1,3.2,3.1,3.2,3.1,3.1,3.1,3.1,3.1,3.1,3.1,2.9,2.9,2.9,2.9,2.9,3.0,3.0,3.1,3.2,3.2,3.2,3.2,3.2,3.3,3.3,3.3,3.2,3.2
97,2.7,2.7,2.8,3.0,3.1,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.3,3.2,3.1,3.0,3.1,3.0,3.0,3.0,3.0,3.1,3.1,3.2,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1
98,2.7,2.8,2.8,3.0,3.1,3.2,3.1,3.1,3.1,3.2,3.2,3.2,3.3,3.1,3.1,3.1,2.9,2.9,3.0,3.0,3.0,3.1,3.1,3.1,3.1,3.2,3.1,3.1,3.1,3.1,3.0,3.2
99,2.7,2.9,2.9,3.1,3.2,3.2,3.1,3.0,3.1,3.2,3.2,3.1,3.1,3.2,3.1,3.1,2.9,2.9,3.0,3.0,3.0,3.0,3.1,3.1,3.1,3.2,3.1,3.2,3.2,3.2,3.1,3.2
100,2.8,2.8,2.9,3.0,3.1,3.2,3.2,3.2,3.3,3.3,3.2,3.2,3.1,3.2,3.0,3.1,3.0,2.9,3.0,2.9,2.9,3.0,3.0,3.1,3.1,3.1,3.1,3.1,3.2,3.1,3.1,3.2
101,2.8,2.8,2.9,3.0,3.1,3.1,3.1,3.0,3.1,3.0,3.1,3.2,3.1,3.2,3.0,3.3,2.9,3.0,3.0,3.0,3.0,3.1,3.0,3.0,3.1,3.1,3.3,3.2,3.3,3.2,3.1,3.2
102,3.3,3.1,3.1,3.0,3.0,3.0,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.2,3.1,3.1,3.2,3.1,3.1,3.1,3.1,3.1,3.1,3.0,3.0,3.0,3.0,2.9,3.0,3.0,3.0,3.1
103,3.4,3.2,3.1,3.0,3.0,3.0,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.2,3.0,3.1,3.1,3.1,3.1,3.0,3.0,2.9,3.0,3.0,3.0,3.0
104,3.3,3.1,3.1,3.0,3.0,3.0,3.0,3.0,3.1,3.0,3.2,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.0,3.1,3.2,3.0,3.1,3.1,3.0,3.0,3.0,3.0,3.0,3.0
105,3.3,3.2,3.1,3.0,3.1,3.0,3.1,3.1,3.1,3.1,3.2,3.1,3.2,3.2,3.1,3.1,3.1,3.1,3.0,3.1,3.0,3.1,3.1,3.1,3.0,3.0,3.0,3.0,3.0,3.1,3.0,3.0
106,3.1,3.1,3.1,3.2,3.2,3.2,3.2,3.2,3.1,3.0,3.0,2.9,2.9,2.9,2.9,2.9,2.9,3.0,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.2,3.1,3.1,3.0
107,3.1,3.2,3.2,3.2,3.2,3.1,3.1,3.1,3.1,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,3.0,2.9,3.1,3.0,3.1,3.1,3.2,3.0,3.1,3.2,3.2,3.3,3.3,3.4,3.2
108,3.1,3.2,3.1,3.1,3.1,3.1,3.2,3.1,3.1,3.0,3.0,3.0,2.9,3.0,3.0,2.9,3.0,3.0,3.0,3.1,3.1,3.0,3.1,3.2,3.1,3.1,3.1,3.1,3.2,3.2,3.2,3.1
109,3.1,3.1,3.1,3.2,3.1,3.2,3.1,3.1,3.1,3.0,3.0,3.0,2.9,2.9,3.0,3.1,3.0,3.1,3.2,3.1,3.1,3.1,3.1,3.1,3.0,3.1,3.1,3.1,3.1,3.1,3.2,3.1
110,3.2,3.2,3.2,3.2,3.1,3.2,3.1,3.1,3.1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.2,3.0,3.1,3.0,3.1,3.1,3.1,3.0
111,3.1,3.1,3.1,3.1,3.0,3.1,3.1,3.1,3.1,3.0,3.0,2.9,2.9,2.9,2.9,3.0,3.0,3.1,3.1,3.1,3.2,3.1,3.1,3.1,3.1,3.2,3.1,3.2,3.1,3.2,3.1,3.1
112,3.1,3.1,3.2,3.1,3.0,3.2,3.1,3.2,3.1,3.0,3.1,2.9,2.9,2.9,3.0,3.0,3.1,3.1,3.1,3.1,3.1,3.0,3.1,3.0,3.1,3.0,3.0,3.2,3.2,3.1,3.1,3.0
113,3.1,3.2,3.1,3.1,3.1,3.2,3.2,3.2,3.1,3.0,3.0,3.0,2.9,2.9,3.0,3.0,3.1,3.1,3.0,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.0,3.2,3.0
114,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.1,3.1,3.1,3.0,3.2,3.1,3.2,3.1,3.1,3.1,3.1,3.1,3.1
115,3.1,3.2,3.2,3.1,3.1,3.2,3.2,3.1,3.1,3.0,3.0,3.0,2.9,2.9,3.0,3.0,3.0,3.0,3.1,3.1,3.1,3.2,3.1,3.1,3.2,3.1,3.0,3.1,3.1,3.1,3.1,3.0
116,3.2,3.2,3.2,3.1,3.1,3.3,3.2,3.1,3.1,3.1,3.0,3.0,3.0,2.9,2.9,2.9,2.9,3.0,3.0,3.1,3.1,3.1,3.1,3.1,3.1,3.0,3.0,3.1,3.2,3.0,3.1,3.0
117,3.4,3.3,3.4,3.3,3.3,3.3,3.4,3.3,3.2,3.2,3.1,3.1,3.1,3.0,2.9,3.0,3.1,3.0,3.1,3.1,3.0,3.1,3.0,2.9,2.9,2.8,2.8,3.0,2.9,2.9,2.9,2.9
118,3.3,3.2,3.1,3.1,3.1,3.1,3.1,3.0,3.2,3.1,3.1,3.1,3.0,3.0,2.8,2.8,2.8,2.9,2.9,3.1,3.0,3.0,3.1,3.2,3.2,3.1,3.2,3.2,3.0,3.2,3.3,3.2
119,3.3,3.2,2.9,3.0,2.9,3.0,2.9,3.0,3.1,3.0,3.0,2.9,3.1,3.2,3.0,3.0,3.0,3.0,3.1,3.0,3.2,3.2,3.1,3.2,3.1,3.0,3.2,3.1,3.1,3.1,3.1,3.1
120,2.8,2.9,2.9,3.0,2.9,3.0,3.0,3.1,3.1,3.1,3.0,3.0,3.0,2.9,3.0,3.0,3.1,3.1,3.1,3.1,3.2,3.2,3.2,3.1,3.1,3.1,3.2,3.1,3.2,3.3,3.3,3.2
121,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.0,3.0,2.9,2.9,3.0,2.9,3.0,3.0,3.0,3.1,3.0,3.1,3.1,3.1,3.1,3.2,3.1,3.1,3.1,3.1,3.2,3.2,3.1
122,3.0,3.1,3.0,3.1,3.2,3.2,3.1,3.1,3.1,3.0,3.0,2.9,2.8,2.9,3.0,3.0,3.1,3.1,3.1,3.1,3.1,3.1,3.2,3.1,3.2,3.1,3.1,3.2,3.1,3.2,3.2,3.1
123,3.2,3.2,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.0,3.0,3.0,2.9,2.9,3.0,2.9,3.0,3.0,3.1,3.1,3.1,3.1,3.0,3.2,3.1,3.2,3.2,3.2,3.2,3.2,3.2,3.1
124,3.2,3.2,3.2,3.2,3.2,3.2,3.1,3.1,3.1,3.0,3.0,3.0,2.9,2.9,2.9,3.0,3.0,3.0,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1
125,3.2,3.1,3.1,3.1,3.1,3.2,3.2,3.2,3.1,2.9,2.9,2.9,2.9,3.0,2.9,3.0,3.0,3.0,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.2,3.1,3.1,3.1,3.2,3.1,3.1
126,3.2,3.1,3.2,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.0,3.0,2.9,2.9,2.9,3.0,3.0,3.0,3.1,3.0,3.1,3.1,3.1,3.2,3.1,3.1,3.1,3.1,3.1,3.2,3.2,3.1
127,3.2,3.2,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.0,2.9,3.0,2.9,3.1,2.9,3.0,3.1,3.1,3.1,3.1,3.1,3.0,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.0
128,3.1,3.2,3.1,3.1,3.1,3.2,3.1,3.1,3.2,3.0,3.1,2.9,2.9,3.1,2.9,3.0,3.0,3.1,3.1,3.1,3.1,3.1,3.1,3.0,3.1,3.0,3.1,3.1,3.1,3.1,3.1,3.0
129,3.1,3.1,3.1,3.1,3.1,3.1,3.2,3.0,3.1,3.0,3.0,2.9,2.9,2.9,3.0,3.0,3.0,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2
130,3.2,3.2,3.2,3.1,3.1,3.2,3.2,3.1,3.1,3.1,3.1,3.0,2.9,3.0,2.9,2.9,2.9,3.0,3.0,3.1,3.1,3.1,3.1,3.1,3.1,3.0,3.1,3.1,3.1,3.0,3.1,3.0
131,3.3,3.2,3.2,3.2,3.2,3.1,3.1,3.2,3.2,3.1,3.1,3.0,2.9,2.9,2.9,3.0,3.0,3.0,3.1,3.1,3.0,3.1,3.1,3.0,3.1,3.0,3.1,3.0,3.1,3.0,3.1,3.0
132,3.2,3.1,3.2,3.1,3.2,3.1,3.1,3.1,3.1,3.0,3.0,3.0,2.9,3.0,2.9,2.9,2.9,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.2,3.1,3.2,3.0
133,3.2,3.2,3.2,3.2,3.2,3.1,3.2,3.1,3.2,3.0,3.0,3.0,2.9,2.9,2.9,3.0,3.1,3.0,3.1,3.1,3.1,3.0,3.1,3.1,3.0,3.1,3.1,3.0,3.1,3.1,3.1,3.0
134,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.0,3.0,3.0,2.9,2.9,3.0,3.0,3.1,3.0,3.0,3.1,3.0,3.1,3.1,3.1,3.0,3.0,3.0,3.1,3.1,3.1,3.1,3.0
135,3.2,3.2,3.1,3.2,3.1,3.2,3.2,3.2,3.1,3.1,3.1,3.1,3.1,3.0,3.1,3.0,3.1,3.0,3.1,3.1,3.0,3.1,2.9,3.0,3.0,3.0,3.0,3.0,3.1,3.0,3.0,2.9
136,3.0,3.0,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.0,3.0,3.0,2.9,2.9,2.9,3.0,3.0,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.2,3.2,3.2,3.2,3.1
137,3.2,3.1,3.1,3.1,3.1,3.2,3.2,3.2,3.1,3.1,3.1,3.0,2.9,2.9,3.0,2.9,3.0,3.0,3.1,3.0,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1
138,3.2,3.1,3.1,3.1,3.1,3.2,3.1,3.2,3.1,3.1,3.0,3.0,2.9,2.9,3.0,2.9,3.0,3.0,3.1,3.1,3.1,3.1,3.0,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1
139,3.2,3.2,3.2,3.2,3.1,3.1,3.1,3.1,3.1,3.0,3.0,3.0,2.9,3.0,2.9,2.9,2.9,3.0,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.2,3.1,3.1,3.1,3.1
140,3.2,3.1,3.1,3.2,3.2,3.2,3.1,3.2,3.1,3.1,3.0,2.9,2.9,3.0,2.9,2.9,3.0,3.0,3.1,3.1,3.1,3.1,3.0,3.0,3.0,3.1,3.1,3.1,3.1,3.1,3.1,3.1
141,3.3,3.2,3.2,3.2,3.2,3.1,3.2,3.1,3.1,3.1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.0,3.0,3.0,3.0,3.0,3.0
142,3.2,3.2,3.2,3.2,3.2,3.1,3.2,3.2,3.1,3.1,3.0,3.0,3.0,3.0,3.1,3.1,3.1,3.1,3.1,3.0,3.1,3.1,3.0,3.0,3.1,3.1,3.0,3.0,3.0,3.0,2.9,2.9
143,3.2,3.1,3.2,3.2,3.1,3.1,3.1,3.1,3.1,3.0,3.1,3.0,3.0,2.9,3.0,2.9,3.0,3.0,3.0,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.0
144,3.1,3.1,3.1,3.2,3.2,3.1,3.2,3.2,3.2,3.1,3.1,3.0,2.9,2.9,2.9,2.9,3.0,3.0,3.0,3.1,3.1,3.0,3.1,3.0,3.0,3.1,3.1,3.0,3.1,3.1,3.2,3.1
145,3.1,3.1,3.1,3.1,3.2,3.1,3.1,3.1,3.2,3.1,3.0,3.0,2.9,2.9,3.0,3.0,3.0,3.0,3.1,3.0,3.0,3.0,3.1,3.1,3.1,3.1,3.1,3.1,3.2,3.2,3.1,3.1
146,3.2,3.2,3.2,3.2,3.3,3.1,3.1,3.0,3.0,3.0,3.0,3.0,2.9,3.0,2.9,2.9,3.0,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.2,3.1,3.1,3.2,3.1,3.1,3.1,3.0
147,3.1,3.2,3.2,3.1,3.2,3.1,3.1,3.1,3.2,3.0,3.0,2.9,3.0,2.9,2.9,2.9,3.0,3.0,3.0,3.1,3.1,3.2,3.1,3.1,3.0,3.2,3.1,3.1,3.2,3.1,3.1,3.0
148,3.1,3.1,3.2,3.2,3.1,3.1,3.1,3.1,3.2,3.0,2.9,2.9,2.9,2.9,2.9,2.9,3.1,3.1,3.1,3.1,3.2,3.2,3.1,3.1,3.1,3.1,3.2,3.1,3.1,3.1,3.1,2.9
149,3.1,3.1,3.1,3.2,3.0,3.1,3.1,3.1,3.1,3.0,3.0,3.0,3.0,2.9,3.0,3.0,3.1,3.0,3.0,3.1,3.2,3.2,3.2,3.2,3.2,3.1,3.1,3.1,3.2,3.1,3.0,3.0
150,3.1,3.1,3.1,3.1,3.1,3.1,3.2,3.1,3.1,3.0,3.1,3.0,2.9,2.9,3.0,3.0,3.0,3.1,3.1,3.2,3.1,3.2,3.2,3.1,3.0,3.0,3.1,3.0,3.0,3.1,3.1,3.1
151,3.2,3.2,3.2,3.2,3.2,3.2,3.1,3.2,3.2,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.1,3.1,3.1,3.1,3.2,3.1,3.0,3.1,3.0,3.1,3.0,3.0,3.1,3.0,3.1,3.0
152,3.2,3.3,3.2,3.2,3.2,3.2,3.2,3.1,3.1,3.0,3.1,2.9,2.9,2.9,2.9,2.9,2.9,3.0,3.0,3.1,3.1,3.1,3.0,3.1,3.2,3.1,3.1,3.1,3.1,3.1,3.1,2.9
153,3.3,3.4,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.1,3.1,3.0,2.9,2.9,3.0,2.9,3.0,3.0,3.1,3.0,3.1,3.1,3.1,3.0,3.0,3.0,3.0,3.1,3.0,3.0,3.0,3.0
154,3.0,3.3,3.2,3.3,3.3,3.4,3.3,3.4,3.3,3.2,3.1,3.1,3.0,2.9,3.0,3.0,3.2,3.1,3.1,3.1,3.1,3.0,2.9,2.9,3.0,3.0,3.0,3.0,2.9,2.9,2.9,2.8
155,2.8,2.7,2.9,3.0,2.9,3.0,3.0,3.0,2.9,2.8,2.9,2.9,2.8,2.8,2.7,2.7,2.8,2.7,2.8,2.6,2.8,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
156,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1
157,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1
158,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1
159,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1
160,2.9,2.9,2.9,2.9,2.9,3.0,3.1,3.1,3.1,3.1,3.1,3.0,2.9,3.1,3.1,3.2,3.1,3.1,3.1,3.1,3.1,3.2,3.1,3.0,3.1,3.1,3.1,3.1,3.1,3.2,3.2,3.2
161,3.0,3.1,3.0,3.0,3.0,3.0,3.0,3.1,3.1,3.1,3.0,3.0,3.1,3.0,3.2,3.1,3.2,3.2,3.2,3.1,3.2,3.2,3.2,3.2,3.0,3.0,3.0,3.1,3.1,3.1,3.1,3.1
162,3.0,3.0,3.1,3.1,3.2,3.2,3.1,3.1,3.1,3.0,3.0,3.0,3.0,3.0,3.1,3.0,3.0,3.1,3.1,3.2,3.1,3.2,3.2,3.2,3.1,3.0,3.1,2.9,3.1,3.0,3.0,3.0
163,3.0,3.0,3.0,3.0,3.0,3.0,3.1,3.1,3.1,3.1,3.1,3.1,3.0,3.0,3.0,3.0,3.0,3.1,3.1,3.1,3.1,3.1,3.2,3.1,3.1,3.1,3.2,3.2,3.1,3.1,3.2,3.1
164,3.1,3.1,3.1,3.1,3.0,3.1,3.1,3.1,3.1,3.0,3.0,3.0,3.0,3.0,3.0,2.9,3.0,3.0,3.1,3.1,3.1,3.1,3.1,3.1,3.2,3.1,3.1,3.1,3.1,3.1,3.1,3.1
165,3.0,3.0,3.1,3.1,3.1,3.2,3.2,3.2,3.2,3.1,3.0,3.0,3.0,2.9,2.9,3.0,3.0,3.0,2.9,3.1,3.1,3.1,3.1,3.1,3.1,3.0,3.1,3.1,3.1,3.1,3.1,3.0
166,3.0,3.1,3.1,3.1,3.1,3.2,3.1,3.1,3.1,3.1,3.1,3.0,2.9,2.9,2.9,3.0,2.9,3.0,3.1,3.1,3.1,3.1,3.1,3.2,3.1,3.1,3.1,3.1,3.1,3.3,3.1,3.1
167,3.1,3.1,3.1,3.1,3.2,3.2,3.2,3.1,3.2,3.0,2.9,2.9,2.8,2.8,2.9,3.0,2.9,3.0,3.0,3.1,3.1,3.1,3.2,3.1,3.1,3.2,3.1,3.2,3.3,3.2,3.1,3.1
168,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.1,3.0,2.9,2.9,2.8,2.9,2.8,2.8,2.9,3.0,3.0,3.1,3.1,3.2,3.2,3.3,3.3,3.2,3.2,3.3,3.3,3.3,3.2,3.2
169,3.1,3.1,3.2,3.2,3.2,3.1,3.1,3.1,3.2,3.0,3.0,3.0,3.0,3.0,2.9,3.0,3.0,3.1,3.1,3.2,3.1,3.1,3.1,3.1,3.1,3.0,3.0,3.2,3.0,3.0,3.0,2.9
170,3.1,3.1,3.2,3.2,3.2,3.1,3.3,3.2,3.1,3.0,3.1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.1,3.0,3.1,3.1,3.1,3.1,3.1,3.0,3.1,3.1,3.1,3.1,3.0
171,3.0,3.1,3.1,3.1,3.1,3.2,3.2,3.2,3.1,3.0,2.9,3.1,3.0,2.9,2.9,2.8,2.9,3.0,3.0,3.1,3.2,3.1,3.2,3.2,3.1,3.1,3.1,3.2,3.2,3.2,3.2,3.1
172,3.1,3.1,3.1,3.1,3.2,3.2,3.2,3.1,3.1,3.1,3.1,3.0,2.9,2.9,2.9,2.9,3.0,3.0,3.0,3.2,3.1,3.1,3.1,3.1,3.0,3.1,3.1,3.1,3.1,3.1,3.2,3.2
173,3.2,3.1,3.2,3.0,3.1,3.1,3.1,3.1,3.0,3.1,3.1,2.9,2.9,2.9,2.9,2.9,2.9,2.9,3.2,3.2,3.2,3.1,3.2,3.2,3.1,3.1,3.1,3.2,3.1,3.1,3.1,3.1
174,3.2,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.0,3.0,2.9,2.9,2.9,2.9,2.9,2.9,3.0,3.0,3.1,3.1,3.2,3.1,3.3,3.1,3.2,3.2,3.2,3.1,3.1,3.2,3.0
175,3.1,3.1,3.1,3.1,3.0,3.1,3.1,3.1,3.1,3.0,2.9,2.9,2.9,3.0,2.9,3.0,3.0,3.1,3.2,3.1,3.2,3.2,3.1,3.2,3.2,3.1,3.2,3.1,3.1,3.1,3.1,3.1
176,3.1,3.1,3.1,3.2,3.1,3.0,3.1,3.0,3.1,3.0,3.1,3.0,3.0,3.0,3.0,2.9,3.0,3.0,3.1,3.2,3.1,3.1,3.1,3.1,3.2,3.2,3.2,3.1,3.2,3.1,3.2,3.1
177,3.3,3.3,3.3,3.2,3.1,3.2,3.1,3.2,3.2,3.2,3.3,3.1,3.0,3.0,3.0,2.9,2.9,3.1,3.1,3.0,3.0,2.8,2.8,2.8,3.0,2.9,3.0,3.1,3.1,3.0,3.0,2.9
178,3.0,3.0,3.0,3.0,3.0,2.9,3.0,3.0,3.0,3.1,3.0,3.0,2.8,2.9,3.0,3.0,3.0,3.1,3.1,3.1,3.2,3.2,3.2,3.1,3.2,3.1,3.2,3.2,3.3,3.2,3.3,3.3
179,3.0,3.1,3.0,3.0,3.1,3.1,3.1,3.0,3.1,3.1,3.0,3.0,3.0,2.9,3.0,3.0,3.0,3.0,3.1,3.1,3.1,3.1,3.2,3.2,3.2,3.1,3.1,3.2,3.1,3.2,3.1,3.0
180,3.2,3.2,3.2,3.0,2.7,2.7,2.9,3.0,3.1,3.0,3.1,3.1,3.0,3.0,3.1,3.1,3.2,3.6,3.6,3.5,3.4,3.3,3.2,3.2,3.1,2.9,3.1,2.6,2.8,2.7,2.9,2.9
181,3.2,3.1,3.1,3.0,3.1,3.1,3.1,3.1,3.0,3.0,3.0,3.0,3.0,2.9,3.0,3.0,3.0,3.0,3.1,3.1,3.1,3.0,3.1,3.1,3.2,3.2,3.2,3.2,3.2,3.2,3.1,3.1
182,3.0,2.7,2.7,2.7,2.9,3.0,3.0,3.1,3.1,3.0,3.0,3.0,2.9,3.0,2.9,2.9,3.0,3.0,3.5,3.5,3.6,3.5,3.3,3.2,3.2,3.1,3.2,3.1,3.1,3.1,3.1,3.0
183,3.2,3.3,3.3,3.2,3.1,3.2,3.2,3.2,3.1,3.0,3.1,3.0,3.1,2.9,3.0,3.0,3.0,3.1,3.1,3.0,3.0,3.0,3.1,3.0,3.0,3.0,3.0,3.0,2.9,3.0,3.1,3.0
184,3.1,3.1,3.1,3.1,3.1,3.1,3.2,3.1,3.1,3.0,3.0,3.0,2.9,3.1,2.9,3.1,3.1,3.1,3.1,3.1,3.1,3.0,3.1,3.0,3.1,3.0,3.0,3.0,3.1,3.1,3.1,3.1
185,2.6,2.7,2.7,2.9,3.0,2.9,3.0,3.2,3.6,3.5,3.5,3.4,3.0,2.9,2.9,2.9,3.0,3.3,3.1,3.2,3.2,3.1,3.1,3.0,3.0,3.0,3.1,3.1,3.1,3.1,3.1,3.1
186,3.2,3.3,3.2,3.2,3.2,3.1,3.2,3.2,3.2,3.1,3.1,3.1,3.0,3.0,3.1,3.0,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,2.7,2.7,2.7,2.8,3.0,3.0,3.1,3.1
187,3.1,3.0,3.0,3.0,3.1,3.0,3.1,3.0,3.1,2.9,3.2,3.1,2.9,2.9,3.0,3.0,3.1,3.2,3.2,3.2,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.2,3.1
188,3.2,3.2,3.1,3.1,3.1,3.1,3.1,3.0,3.1,3.0,2.9,2.8,2.9,3.0,3.0,2.9,3.0,3.0,3.1,3.1,3.2,3.2,3.2,3.1,3.1,3.1,3.0,3.2,3.1,3.2,3.1,3.1
189,3.2,3.1,3.2,3.2,3.1,3.2,3.1,3.2,3.1,3.0,3.0,3.0,3.0,3.0,2.9,2.9,3.0,3.0,3.0,3.0,3.1,3.1,3.1,3.1,3.1,3.0,3.1,3.1,3.1,3.1,3.2,3.1
190,3.2,3.0,3.2,3.1,3.2,3.2,3.2,3.2,3.1,3.1,3.1,3.1,3.0,3.0,3.1,2.9,3.1,3.0,3.1,3.1,3.1,3.1,3.0,3.0,3.1,3.0,3.1,3.1,3.0,3.1,3.1,3.0
191,3.1,3.1,3.1,3.2,3.2,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.0,3.0,3.1,3.1,3.0,3.1,3.1,3.1,3.0,3.0,3.0,3.1,3.0,3.1,3.0,3.1,3.1,3.1,3.0
